date,Ex,ExLag1,ExLag2,ExLag3,ExLag4,ExLag5,ExLag6,ExLag7,ExLag8,ExLag9,ExLag10,R1,R1Lag1,R1Lag2,R1Lag3,R1Lag4,R1Lag5,R1Lag6,R1Lag7,R1Lag8,R1Lag9,R1Lag10,R2,R2Lag1,R2Lag2,R2Lag3,R2Lag4,R2Lag5,R2Lag6,R2Lag7,R2Lag8,R2Lag9,R2Lag10
1997-12-01,129.7341,125.38,121.06,120.89,117.93,115.38,114.29,119.19,125.64,122.77,122.96,5.16,5.14,4.97,4.95,5.14,5.05,4.93,5.05,5.16,5.14,5.01,0.500000000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
1998-01-01,129.5475,129.73,125.38,121.06,120.89,117.93,115.38,114.29,119.19,125.64,122.77,5.04,5.16,5.14,4.97,4.95,5.14,5.05,4.93,5.05,5.16,5.14,0.500000000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
1998-02-01,125.8516,129.55,129.73,125.38,121.06,120.89,117.93,115.38,114.29,119.19,125.64,5.09,5.04,5.16,5.14,4.97,4.95,5.14,5.05,4.93,5.05,5.16,0.500000000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
1998-03-01,129.0823,125.85,129.55,129.73,125.38,121.06,120.89,117.93,115.38,114.29,119.19,5.03,5.09,5.04,5.16,5.14,4.97,4.95,5.14,5.05,4.93,5.05,0.500000000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
1998-04-01,131.7536,129.08,125.85,129.55,129.73,125.38,121.06,120.89,117.93,115.38,114.29,4.95,5.03,5.09,5.04,5.16,5.14,4.97,4.95,5.14,5.05,4.93,0.500000000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
1998-05-01,134.8960,131.75,129.08,125.85,129.55,129.73,125.38,121.06,120.89,117.93,115.38,5.00,4.95,5.03,5.09,5.04,5.16,5.14,4.97,4.95,5.14,5.05,0.500000000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
1998-06-01,140.3305,134.90,131.75,129.08,125.85,129.55,129.73,125.38,121.06,120.89,117.93,4.98,5,4.95,5.03,5.09,5.04,5.16,5.14,4.97,4.95,5.14,0.500000000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
1998-07-01,140.7874,140.33,134.90,131.75,129.08,125.85,129.55,129.73,125.38,121.06,120.89,4.96,4.98,5,4.95,5.03,5.09,5.04,5.16,5.14,4.97,4.95,0.500000000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
1998-08-01,144.6800,140.79,140.33,134.90,131.75,129.08,125.85,129.55,129.73,125.38,121.06,4.90,4.96,4.98,5,4.95,5.03,5.09,5.04,5.16,5.14,4.97,0.500000000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
1998-09-01,134.4805,144.68,140.79,140.33,134.90,131.75,129.08,125.85,129.55,129.73,125.38,4.61,4.9,4.96,4.98,5,4.95,5.03,5.09,5.04,5.16,5.14,0.500000000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
1998-10-01,121.0486,134.48,144.68,140.79,140.33,134.90,131.75,129.08,125.85,129.55,129.73,3.96,4.61,4.9,4.96,4.98,5,4.95,5.03,5.09,5.04,5.16,0.500000000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
1998-11-01,120.2895,121.05,134.48,144.68,140.79,140.33,134.90,131.75,129.08,125.85,129.55,4.41,3.96,4.61,4.9,4.96,4.98,5,4.95,5.03,5.09,5.04,0.500000000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
1998-12-01,117.0709,120.29,121.05,134.48,144.68,140.79,140.33,134.90,131.75,129.08,125.85,4.39,4.41,3.96,4.61,4.9,4.96,4.98,5,4.95,5.03,5.09,0.500000000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
1999-01-01,113.2900,117.07,120.29,121.05,134.48,144.68,140.79,140.33,134.90,131.75,129.08,4.34,4.39,4.41,3.96,4.61,4.9,4.96,4.98,5,4.95,5.03,0.500000000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
1999-02-01,116.6684,113.29,117.07,120.29,121.05,134.48,144.68,140.79,140.33,134.90,131.75,4.44,4.34,4.39,4.41,3.96,4.61,4.9,4.96,4.98,5,4.95,0.500000000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
1999-03-01,119.4730,116.67,113.29,117.07,120.29,121.05,134.48,144.68,140.79,140.33,134.90,4.44,4.44,4.34,4.39,4.41,3.96,4.61,4.9,4.96,4.98,5,0.500000000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
1999-04-01,119.7723,119.47,116.67,113.29,117.07,120.29,121.05,134.48,144.68,140.79,140.33,4.29,4.44,4.44,4.34,4.39,4.41,3.96,4.61,4.9,4.96,4.98,0.500000000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
1999-05-01,121.9995,119.77,119.47,116.67,113.29,117.07,120.29,121.05,134.48,144.68,140.79,4.50,4.29,4.44,4.44,4.34,4.39,4.41,3.96,4.61,4.9,4.96,0.500000000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
1999-06-01,120.7245,122.00,119.77,119.47,116.67,113.29,117.07,120.29,121.05,134.48,144.68,4.57,4.5,4.29,4.44,4.44,4.34,4.39,4.41,3.96,4.61,4.9,0.500000000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
1999-07-01,119.3305,120.72,122.00,119.77,119.47,116.67,113.29,117.07,120.29,121.05,134.48,4.55,4.57,4.5,4.29,4.44,4.44,4.34,4.39,4.41,3.96,4.61,0.500000000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
1999-08-01,113.2268,119.33,120.72,122.00,119.77,119.47,116.67,113.29,117.07,120.29,121.05,4.72,4.55,4.57,4.5,4.29,4.44,4.44,4.34,4.39,4.41,3.96,0.500000000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
1999-09-01,106.8752,113.23,119.33,120.72,122.00,119.77,119.47,116.67,113.29,117.07,120.29,4.68,4.72,4.55,4.57,4.5,4.29,4.44,4.44,4.34,4.39,4.41,0.500000000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
1999-10-01,105.9650,106.88,113.23,119.33,120.72,122.00,119.77,119.47,116.67,113.29,117.07,4.86,4.68,4.72,4.55,4.57,4.5,4.29,4.44,4.44,4.34,4.39,0.500000000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
1999-11-01,104.6485,105.97,106.88,113.23,119.33,120.72,122.00,119.77,119.47,116.67,113.29,5.07,4.86,4.68,4.72,4.55,4.57,4.5,4.29,4.44,4.44,4.34,0.500000000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
1999-12-01,102.5843,104.65,105.97,106.88,113.23,119.33,120.72,122.00,119.77,119.47,116.67,5.20,5.07,4.86,4.68,4.72,4.55,4.57,4.5,4.29,4.44,4.44,0.500000000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
2000-01-01,105.2960,102.58,104.65,105.97,106.88,113.23,119.33,120.72,122.00,119.77,119.47,5.32,5.2,5.07,4.86,4.68,4.72,4.55,4.57,4.5,4.29,4.44,0.500000000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
2000-02-01,109.3885,105.30,102.58,104.65,105.97,106.88,113.23,119.33,120.72,122.00,119.77,5.55,5.32,5.2,5.07,4.86,4.68,4.72,4.55,4.57,4.5,4.29,0.500000000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
2000-03-01,106.3074,109.39,105.30,102.58,104.65,105.97,106.88,113.23,119.33,120.72,122.00,5.69,5.55,5.32,5.2,5.07,4.86,4.68,4.72,4.55,4.57,4.5,0.500000000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
2000-04-01,105.6270,106.31,109.39,105.30,102.58,104.65,105.97,106.88,113.23,119.33,120.72,5.66,5.69,5.55,5.32,5.2,5.07,4.86,4.68,4.72,4.55,4.57,0.500000000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
2000-05-01,108.3205,105.63,106.31,109.39,105.30,102.58,104.65,105.97,106.88,113.23,119.33,5.79,5.66,5.69,5.55,5.32,5.2,5.07,4.86,4.68,4.72,4.55,0.500000000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
2000-06-01,106.1255,108.32,105.63,106.31,109.39,105.30,102.58,104.65,105.97,106.88,113.23,5.69,5.79,5.66,5.69,5.55,5.32,5.2,5.07,4.86,4.68,4.72,0.500000000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
2000-07-01,108.2115,106.13,108.32,105.63,106.31,109.39,105.30,102.58,104.65,105.97,106.88,5.96,5.69,5.79,5.66,5.69,5.55,5.32,5.2,5.07,4.86,4.68,0.500000000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
2000-08-01,108.0804,108.21,106.13,108.32,105.63,106.31,109.39,105.30,102.58,104.65,105.97,6.09,5.96,5.69,5.79,5.66,5.69,5.55,5.32,5.2,5.07,4.86,0.500000000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
2000-09-01,106.8375,108.08,108.21,106.13,108.32,105.63,106.31,109.39,105.30,102.58,104.65,6.00,6.09,5.96,5.69,5.79,5.66,5.69,5.55,5.32,5.2,5.07,0.500000000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
2000-10-01,108.4429,106.84,108.08,108.21,106.13,108.32,105.63,106.31,109.39,105.30,102.58,6.11,6,6.09,5.96,5.69,5.79,5.66,5.69,5.55,5.32,5.2,0.500000000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
2000-11-01,109.0095,108.44,106.84,108.08,108.21,106.13,108.32,105.63,106.31,109.39,105.30,6.17,6.11,6,6.09,5.96,5.69,5.79,5.66,5.69,5.55,5.32,0.500000000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
2000-12-01,112.2090,109.01,108.44,106.84,108.08,108.21,106.13,108.32,105.63,106.31,109.39,5.77,6.17,6.11,6,6.09,5.96,5.69,5.79,5.66,5.69,5.55,0.500000000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
2001-01-01,116.6719,112.21,109.01,108.44,106.84,108.08,108.21,106.13,108.32,105.63,106.31,5.15,5.77,6.17,6.11,6,6.09,5.96,5.69,5.79,5.66,5.69,0.500000000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
2001-02-01,116.2337,116.67,112.21,109.01,108.44,106.84,108.08,108.21,106.13,108.32,105.63,4.88,5.15,5.77,6.17,6.11,6,6.09,5.96,5.69,5.79,5.66,0.350000000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
2001-03-01,121.5050,116.23,116.67,112.21,109.01,108.44,106.84,108.08,108.21,106.13,108.32,4.42,4.88,5.15,5.77,6.17,6.11,6,6.09,5.96,5.69,5.79,0.250000000,0.35,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
2001-04-01,123.7710,121.51,116.23,116.67,112.21,109.01,108.44,106.84,108.08,108.21,106.13,3.87,4.42,4.88,5.15,5.77,6.17,6.11,6,6.09,5.96,5.69,0.250000000,0.25,0.35,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
2001-05-01,121.7682,123.77,121.51,116.23,116.67,112.21,109.01,108.44,106.84,108.08,108.21,3.62,3.87,4.42,4.88,5.15,5.77,6.17,6.11,6,6.09,5.96,0.250000000,0.25,0.25,0.35,0.50,0.50,0.50,0.50,0.50,0.50,0.50
2001-06-01,122.3510,121.77,123.77,121.51,116.23,116.67,112.21,109.01,108.44,106.84,108.08,3.49,3.62,3.87,4.42,4.88,5.15,5.77,6.17,6.11,6,6.09,0.250000000,0.25,0.25,0.25,0.35,0.50,0.50,0.50,0.50,0.50,0.50
2001-07-01,124.4981,122.35,121.77,123.77,121.51,116.23,116.67,112.21,109.01,108.44,106.84,3.51,3.49,3.62,3.87,4.42,4.88,5.15,5.77,6.17,6.11,6,0.250000000,0.25,0.25,0.25,0.25,0.35,0.50,0.50,0.50,0.50,0.50
2001-08-01,121.3670,124.50,122.35,121.77,123.77,121.51,116.23,116.67,112.21,109.01,108.44,3.36,3.51,3.49,3.62,3.87,4.42,4.88,5.15,5.77,6.17,6.11,0.250000000,0.25,0.25,0.25,0.25,0.25,0.35,0.50,0.50,0.50,0.50
2001-09-01,118.6117,121.37,124.50,122.35,121.77,123.77,121.51,116.23,116.67,112.21,109.01,2.64,3.36,3.51,3.49,3.62,3.87,4.42,4.88,5.15,5.77,6.17,0.100000000,0.25,0.25,0.25,0.25,0.25,0.25,0.35,0.50,0.50,0.50
2001-10-01,121.4536,118.61,121.37,124.50,122.35,121.77,123.77,121.51,116.23,116.67,112.21,2.16,2.64,3.36,3.51,3.49,3.62,3.87,4.42,4.88,5.15,5.77,0.100000000,0.10,0.25,0.25,0.25,0.25,0.25,0.25,0.35,0.50,0.50
2001-11-01,122.4055,121.45,118.61,121.37,124.50,122.35,121.77,123.77,121.51,116.23,116.67,1.87,2.16,2.64,3.36,3.51,3.49,3.62,3.87,4.42,4.88,5.15,0.100000000,0.10,0.10,0.25,0.25,0.25,0.25,0.25,0.25,0.35,0.50
2001-12-01,127.5945,122.41,121.45,118.61,121.37,124.50,122.35,121.77,123.77,121.51,116.23,1.69,1.87,2.16,2.64,3.36,3.51,3.49,3.62,3.87,4.42,4.88,0.100000000,0.10,0.10,0.10,0.25,0.25,0.25,0.25,0.25,0.25,0.35
2002-01-01,132.6833,127.59,122.41,121.45,118.61,121.37,124.50,122.35,121.77,123.77,121.51,1.65,1.69,1.87,2.16,2.64,3.36,3.51,3.49,3.62,3.87,4.42,0.100000000,0.10,0.10,0.10,0.10,0.25,0.25,0.25,0.25,0.25,0.25
2002-02-01,133.6426,132.68,127.59,122.41,121.45,118.61,121.37,124.50,122.35,121.77,123.77,1.72,1.65,1.69,1.87,2.16,2.64,3.36,3.51,3.49,3.62,3.87,0.100000000,0.10,0.10,0.10,0.10,0.10,0.25,0.25,0.25,0.25,0.25
2002-03-01,131.0610,133.64,132.68,127.59,122.41,121.45,118.61,121.37,124.50,122.35,121.77,1.79,1.72,1.65,1.69,1.87,2.16,2.64,3.36,3.51,3.49,3.62,0.100000000,0.10,0.10,0.10,0.10,0.10,0.10,0.25,0.25,0.25,0.25
2002-04-01,130.7718,131.06,133.64,132.68,127.59,122.41,121.45,118.61,121.37,124.50,122.35,1.71,1.79,1.72,1.65,1.69,1.87,2.16,2.64,3.36,3.51,3.49,0.100000000,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.25,0.25,0.25
2002-05-01,126.3750,130.77,131.06,133.64,132.68,127.59,122.41,121.45,118.61,121.37,124.50,1.73,1.71,1.79,1.72,1.65,1.69,1.87,2.16,2.64,3.36,3.51,0.100000000,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.25,0.25
2002-06-01,123.2905,126.38,130.77,131.06,133.64,132.68,127.59,122.41,121.45,118.61,121.37,1.70,1.73,1.71,1.79,1.72,1.65,1.69,1.87,2.16,2.64,3.36,0.100000000,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.25
2002-07-01,117.8991,123.29,126.38,130.77,131.06,133.64,132.68,127.59,122.41,121.45,118.61,1.68,1.7,1.73,1.71,1.79,1.72,1.65,1.69,1.87,2.16,2.64,0.100000000,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10
2002-08-01,118.9927,117.90,123.29,126.38,130.77,131.06,133.64,132.68,127.59,122.41,121.45,1.62,1.68,1.7,1.73,1.71,1.79,1.72,1.65,1.69,1.87,2.16,0.100000000,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10
2002-09-01,121.0780,118.99,117.90,123.29,126.38,130.77,131.06,133.64,132.68,127.59,122.41,1.63,1.62,1.68,1.7,1.73,1.71,1.79,1.72,1.65,1.69,1.87,0.100000000,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10
2002-10-01,123.9077,121.08,118.99,117.90,123.29,126.38,130.77,131.06,133.64,132.68,127.59,1.58,1.63,1.62,1.68,1.7,1.73,1.71,1.79,1.72,1.65,1.69,0.100000000,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10
2002-11-01,121.6079,123.91,121.08,118.99,117.90,123.29,126.38,130.77,131.06,133.64,132.68,1.23,1.58,1.63,1.62,1.68,1.7,1.73,1.71,1.79,1.72,1.65,0.100000000,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10
2002-12-01,121.8929,121.61,123.91,121.08,118.99,117.90,123.29,126.38,130.77,131.06,133.64,1.19,1.23,1.58,1.63,1.62,1.68,1.7,1.73,1.71,1.79,1.72,0.100000000,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10
2003-01-01,118.8133,121.89,121.61,123.91,121.08,118.99,117.90,123.29,126.38,130.77,131.06,1.17,1.19,1.23,1.58,1.63,1.62,1.68,1.7,1.73,1.71,1.79,0.100000000,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10
2003-02-01,119.3379,118.81,121.89,121.61,123.91,121.08,118.99,117.90,123.29,126.38,130.77,1.17,1.17,1.19,1.23,1.58,1.63,1.62,1.68,1.7,1.73,1.71,0.100000000,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10
2003-03-01,118.6871,119.34,118.81,121.89,121.61,123.91,121.08,118.99,117.90,123.29,126.38,1.13,1.17,1.17,1.19,1.23,1.58,1.63,1.62,1.68,1.7,1.73,0.100000000,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10
2003-04-01,119.8950,118.69,119.34,118.81,121.89,121.61,123.91,121.08,118.99,117.90,123.29,1.13,1.13,1.17,1.17,1.19,1.23,1.58,1.63,1.62,1.68,1.7,0.100000000,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10
2003-05-01,117.3681,119.90,118.69,119.34,118.81,121.89,121.61,123.91,121.08,118.99,117.90,1.07,1.13,1.13,1.17,1.17,1.19,1.23,1.58,1.63,1.62,1.68,0.100000000,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10
2003-06-01,118.3290,117.37,119.90,118.69,119.34,118.81,121.89,121.61,123.91,121.08,118.99,0.92,1.07,1.13,1.13,1.17,1.17,1.19,1.23,1.58,1.63,1.62,0.100000000,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10
2003-07-01,118.6959,118.33,117.37,119.90,118.69,119.34,118.81,121.89,121.61,123.91,121.08,0.90,0.92,1.07,1.13,1.13,1.17,1.17,1.19,1.23,1.58,1.63,0.100000000,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10
2003-08-01,118.6624,118.70,118.33,117.37,119.90,118.69,119.34,118.81,121.89,121.61,123.91,0.95,0.9,0.92,1.07,1.13,1.13,1.17,1.17,1.19,1.23,1.58,0.100000000,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10
2003-09-01,114.8000,118.66,118.70,118.33,117.37,119.90,118.69,119.34,118.81,121.89,121.61,0.94,0.95,0.9,0.92,1.07,1.13,1.13,1.17,1.17,1.19,1.23,0.100000000,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10
2003-10-01,109.4955,114.80,118.66,118.70,118.33,117.37,119.90,118.69,119.34,118.81,121.89,0.92,0.94,0.95,0.9,0.92,1.07,1.13,1.13,1.17,1.17,1.19,0.100000000,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10
2003-11-01,109.1778,109.50,114.80,118.66,118.70,118.33,117.37,119.90,118.69,119.34,118.81,0.93,0.92,0.94,0.95,0.9,0.92,1.07,1.13,1.13,1.17,1.17,0.100000000,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10
2003-12-01,107.7377,109.18,109.50,114.80,118.66,118.70,118.33,117.37,119.90,118.69,119.34,0.90,0.93,0.92,0.94,0.95,0.9,0.92,1.07,1.13,1.13,1.17,0.100000000,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10
2004-01-01,106.2685,107.74,109.18,109.50,114.80,118.66,118.70,118.33,117.37,119.90,118.69,0.88,0.9,0.93,0.92,0.94,0.95,0.9,0.92,1.07,1.13,1.13,0.100000000,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10
2004-02-01,106.7079,106.27,107.74,109.18,109.50,114.80,118.66,118.70,118.33,117.37,119.90,0.93,0.88,0.9,0.93,0.92,0.94,0.95,0.9,0.92,1.07,1.13,0.100000000,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10
2004-03-01,108.5157,106.71,106.27,107.74,109.18,109.50,114.80,118.66,118.70,118.33,117.37,0.94,0.93,0.88,0.9,0.93,0.92,0.94,0.95,0.9,0.92,1.07,0.100000000,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10
2004-04-01,107.6564,108.52,106.71,106.27,107.74,109.18,109.50,114.80,118.66,118.70,118.33,0.94,0.94,0.93,0.88,0.9,0.93,0.92,0.94,0.95,0.9,0.92,0.100000000,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10
2004-05-01,112.1960,107.66,108.52,106.71,106.27,107.74,109.18,109.50,114.80,118.66,118.70,1.02,0.94,0.94,0.93,0.88,0.9,0.93,0.92,0.94,0.95,0.9,0.100000000,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10
2004-06-01,109.4336,112.20,107.66,108.52,106.71,106.27,107.74,109.18,109.50,114.80,118.66,1.27,1.02,0.94,0.94,0.93,0.88,0.9,0.93,0.92,0.94,0.95,0.100000000,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10
2004-07-01,109.4871,109.43,112.20,107.66,108.52,106.71,106.27,107.74,109.18,109.50,114.80,1.33,1.27,1.02,0.94,0.94,0.93,0.88,0.9,0.93,0.92,0.94,0.100000000,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10
2004-08-01,110.2336,109.49,109.43,112.20,107.66,108.52,106.71,106.27,107.74,109.18,109.50,1.48,1.33,1.27,1.02,0.94,0.94,0.93,0.88,0.9,0.93,0.92,0.100000000,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10
2004-09-01,110.0914,110.23,109.49,109.43,112.20,107.66,108.52,106.71,106.27,107.74,109.18,1.65,1.48,1.33,1.27,1.02,0.94,0.94,0.93,0.88,0.9,0.93,0.100000000,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10
2004-10-01,108.7835,110.09,110.23,109.49,109.43,112.20,107.66,108.52,106.71,106.27,107.74,1.76,1.65,1.48,1.33,1.27,1.02,0.94,0.94,0.93,0.88,0.9,0.100000000,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10
2004-11-01,104.6990,108.78,110.09,110.23,109.49,109.43,112.20,107.66,108.52,106.71,106.27,2.07,1.76,1.65,1.48,1.33,1.27,1.02,0.94,0.94,0.93,0.88,0.100000000,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10
2004-12-01,103.8104,104.70,108.78,110.09,110.23,109.49,109.43,112.20,107.66,108.52,106.71,2.19,2.07,1.76,1.65,1.48,1.33,1.27,1.02,0.94,0.94,0.93,0.100000000,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10
2005-01-01,103.3410,103.81,104.70,108.78,110.09,110.23,109.49,109.43,112.20,107.66,108.52,2.33,2.19,2.07,1.76,1.65,1.48,1.33,1.27,1.02,0.94,0.94,0.100000000,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10
2005-02-01,104.9442,103.34,103.81,104.70,108.78,110.09,110.23,109.49,109.43,112.20,107.66,2.54,2.33,2.19,2.07,1.76,1.65,1.48,1.33,1.27,1.02,0.94,0.100000000,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10
2005-03-01,105.2543,104.94,103.34,103.81,104.70,108.78,110.09,110.23,109.49,109.43,112.20,2.74,2.54,2.33,2.19,2.07,1.76,1.65,1.48,1.33,1.27,1.02,0.100000000,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10
2005-04-01,107.1938,105.25,104.94,103.34,103.81,104.70,108.78,110.09,110.23,109.49,109.43,2.78,2.74,2.54,2.33,2.19,2.07,1.76,1.65,1.48,1.33,1.27,0.100000000,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10
2005-05-01,106.5952,107.19,105.25,104.94,103.34,103.81,104.70,108.78,110.09,110.23,109.49,2.84,2.78,2.74,2.54,2.33,2.19,2.07,1.76,1.65,1.48,1.33,0.100000000,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10
2005-06-01,108.7473,106.60,107.19,105.25,104.94,103.34,103.81,104.70,108.78,110.09,110.23,2.97,2.84,2.78,2.74,2.54,2.33,2.19,2.07,1.76,1.65,1.48,0.100000000,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10
2005-07-01,111.9535,108.75,106.60,107.19,105.25,104.94,103.34,103.81,104.70,108.78,110.09,3.22,2.97,2.84,2.78,2.74,2.54,2.33,2.19,2.07,1.76,1.65,0.100000000,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10
2005-08-01,110.6065,111.95,108.75,106.60,107.19,105.25,104.94,103.34,103.81,104.70,108.78,3.44,3.22,2.97,2.84,2.78,2.74,2.54,2.33,2.19,2.07,1.76,0.100000000,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10
2005-09-01,111.2390,110.61,111.95,108.75,106.60,107.19,105.25,104.94,103.34,103.81,104.70,3.42,3.44,3.22,2.97,2.84,2.78,2.74,2.54,2.33,2.19,2.07,0.100000000,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10
2005-10-01,114.8695,111.24,110.61,111.95,108.75,106.60,107.19,105.25,104.94,103.34,103.81,3.71,3.42,3.44,3.22,2.97,2.84,2.78,2.74,2.54,2.33,2.19,0.100000000,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10
2005-11-01,118.4540,114.87,111.24,110.61,111.95,108.75,106.60,107.19,105.25,104.94,103.34,3.88,3.71,3.42,3.44,3.22,2.97,2.84,2.78,2.74,2.54,2.33,0.100000000,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10
2005-12-01,118.4624,118.45,114.87,111.24,110.61,111.95,108.75,106.60,107.19,105.25,104.94,3.89,3.88,3.71,3.42,3.44,3.22,2.97,2.84,2.78,2.74,2.54,0.100000000,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10
