date,Ex,ExLag1,ExLag2,ExLag3,ExLag4,ExLag5,ExLag6,ExLag7,ExLag8,ExLag9,ExLag10,R1,R1Lag1,R1Lag2,R1Lag3,R1Lag4,R1Lag5,R1Lag6,R1Lag7,R1Lag8,R1Lag9,R1Lag10,R2,R2Lag1,R2Lag2,R2Lag3,R2Lag4,R2Lag5,R2Lag6,R2Lag7,R2Lag8,R2Lag9,R2Lag10
1989-11-01,143.5343,142.21,145.07,141.49,140.42,143.98,137.86,132.04,130.55,127.74,127.36,7.69,7.64,7.75,7.9,7.88,8.15,8.43,8.65,8.82,8.53,8.27,3.750000000,3.75,3.25,3.25,3.25,3.25,3.25,2.50,2.50,2.50,2.50
1989-12-01,143.6850,143.53,142.21,145.07,141.49,140.42,143.98,137.86,132.04,130.55,127.74,7.63,7.69,7.64,7.75,7.9,7.88,8.15,8.43,8.65,8.82,8.53,4.250000000,3.75,3.75,3.25,3.25,3.25,3.25,3.25,2.50,2.50,2.50
1990-01-01,144.9819,143.69,143.53,142.21,145.07,141.49,140.42,143.98,137.86,132.04,130.55,7.64,7.63,7.69,7.64,7.75,7.9,7.88,8.15,8.43,8.65,8.82,4.250000000,4.25,3.75,3.75,3.25,3.25,3.25,3.25,3.25,2.50,2.50
1990-02-01,145.6932,144.98,143.69,143.53,142.21,145.07,141.49,140.42,143.98,137.86,132.04,7.74,7.64,7.63,7.69,7.64,7.75,7.9,7.88,8.15,8.43,8.65,4.250000000,4.25,4.25,3.75,3.75,3.25,3.25,3.25,3.25,3.25,2.50
1990-03-01,153.3082,145.69,144.98,143.69,143.53,142.21,145.07,141.49,140.42,143.98,137.86,7.90,7.74,7.64,7.63,7.69,7.64,7.75,7.9,7.88,8.15,8.43,5.250000000,4.25,4.25,4.25,3.75,3.75,3.25,3.25,3.25,3.25,3.25
1990-04-01,158.4586,153.31,145.69,144.98,143.69,143.53,142.21,145.07,141.49,140.42,143.98,7.77,7.9,7.74,7.64,7.63,7.69,7.64,7.75,7.9,7.88,8.15,5.250000000,5.25,4.25,4.25,4.25,3.75,3.75,3.25,3.25,3.25,3.25
1990-05-01,154.0441,158.46,153.31,145.69,144.98,143.69,143.53,142.21,145.07,141.49,140.42,7.74,7.77,7.9,7.74,7.64,7.63,7.69,7.64,7.75,7.9,7.88,5.250000000,5.25,5.25,4.25,4.25,4.25,3.75,3.75,3.25,3.25,3.25
1990-06-01,153.6957,154.04,158.46,153.31,145.69,144.98,143.69,143.53,142.21,145.07,141.49,7.73,7.74,7.77,7.9,7.74,7.64,7.63,7.69,7.64,7.75,7.9,5.250000000,5.25,5.25,5.25,4.25,4.25,4.25,3.75,3.75,3.25,3.25
1990-07-01,149.0395,153.70,154.04,158.46,153.31,145.69,144.98,143.69,143.53,142.21,145.07,7.62,7.73,7.74,7.77,7.9,7.74,7.64,7.63,7.69,7.64,7.75,5.250000000,5.25,5.25,5.25,5.25,4.25,4.25,4.25,3.75,3.75,3.25
1990-08-01,147.4609,149.04,153.70,154.04,158.46,153.31,145.69,144.98,143.69,143.53,142.21,7.45,7.62,7.73,7.74,7.77,7.9,7.74,7.64,7.63,7.69,7.64,6.000000000,5.25,5.25,5.25,5.25,5.25,4.25,4.25,4.25,3.75,3.75
1990-09-01,138.4405,147.46,149.04,153.70,154.04,158.46,153.31,145.69,144.98,143.69,143.53,7.36,7.45,7.62,7.73,7.74,7.77,7.9,7.74,7.64,7.63,7.69,6.000000000,6.00,5.25,5.25,5.25,5.25,5.25,4.25,4.25,4.25,3.75
1990-10-01,129.5909,138.44,147.46,149.04,153.70,154.04,158.46,153.31,145.69,144.98,143.69,7.17,7.36,7.45,7.62,7.73,7.74,7.77,7.9,7.74,7.64,7.63,6.000000000,6.00,6.00,5.25,5.25,5.25,5.25,5.25,4.25,4.25,4.25
1990-11-01,129.2155,129.59,138.44,147.46,149.04,153.70,154.04,158.46,153.31,145.69,144.98,7.06,7.17,7.36,7.45,7.62,7.73,7.74,7.77,7.9,7.74,7.64,6.000000000,6.00,6.00,6.00,5.25,5.25,5.25,5.25,5.25,4.25,4.25
1990-12-01,133.8890,129.22,129.59,138.44,147.46,149.04,153.70,154.04,158.46,153.31,145.69,6.74,7.06,7.17,7.36,7.45,7.62,7.73,7.74,7.77,7.9,7.74,6.000000000,6.00,6.00,6.00,6.00,5.25,5.25,5.25,5.25,5.25,4.25
1991-01-01,133.6986,133.89,129.22,129.59,138.44,147.46,149.04,153.70,154.04,158.46,153.31,6.22,6.74,7.06,7.17,7.36,7.45,7.62,7.73,7.74,7.77,7.9,6.000000000,6.00,6.00,6.00,6.00,6.00,5.25,5.25,5.25,5.25,5.25
1991-02-01,130.5358,133.70,133.89,129.22,129.59,138.44,147.46,149.04,153.70,154.04,158.46,5.94,6.22,6.74,7.06,7.17,7.36,7.45,7.62,7.73,7.74,7.77,6.000000000,6.00,6.00,6.00,6.00,6.00,6.00,5.25,5.25,5.25,5.25
1991-03-01,137.3867,130.54,133.70,133.89,129.22,129.59,138.44,147.46,149.04,153.70,154.04,5.91,5.94,6.22,6.74,7.06,7.17,7.36,7.45,7.62,7.73,7.74,6.000000000,6.00,6.00,6.00,6.00,6.00,6.00,6.00,5.25,5.25,5.25
1991-04-01,137.1127,137.39,130.54,133.70,133.89,129.22,129.59,138.44,147.46,149.04,153.70,5.65,5.91,5.94,6.22,6.74,7.06,7.17,7.36,7.45,7.62,7.73,6.000000000,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,5.25,5.25
1991-05-01,138.2218,137.11,137.39,130.54,133.70,133.89,129.22,129.59,138.44,147.46,149.04,5.46,5.65,5.91,5.94,6.22,6.74,7.06,7.17,7.36,7.45,7.62,6.000000000,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,5.25
1991-06-01,139.7475,138.22,137.11,137.39,130.54,133.70,133.89,129.22,129.59,138.44,147.46,5.57,5.46,5.65,5.91,5.94,6.22,6.74,7.06,7.17,7.36,7.45,6.000000000,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
1991-07-01,137.8300,139.75,138.22,137.11,137.39,130.54,133.70,133.89,129.22,129.59,138.44,5.58,5.57,5.46,5.65,5.91,5.94,6.22,6.74,7.06,7.17,7.36,5.500000000,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
1991-08-01,136.8164,137.83,139.75,138.22,137.11,137.39,130.54,133.70,133.89,129.22,129.59,5.33,5.58,5.57,5.46,5.65,5.91,5.94,6.22,6.74,7.06,7.17,5.500000000,5.50,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
1991-09-01,134.2995,136.82,137.83,139.75,138.22,137.11,137.39,130.54,133.70,133.89,129.22,5.22,5.33,5.58,5.57,5.46,5.65,5.91,5.94,6.22,6.74,7.06,5.500000000,5.50,5.50,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
1991-10-01,130.7723,134.30,136.82,137.83,139.75,138.22,137.11,137.39,130.54,133.70,133.89,4.99,5.22,5.33,5.58,5.57,5.46,5.65,5.91,5.94,6.22,6.74,5.500000000,5.50,5.50,5.50,6.00,6.00,6.00,6.00,6.00,6.00,6.00
1991-11-01,129.6321,130.77,134.30,136.82,137.83,139.75,138.22,137.11,137.39,130.54,133.70,4.56,4.99,5.22,5.33,5.58,5.57,5.46,5.65,5.91,5.94,6.22,5.000000000,5.50,5.50,5.50,5.50,6.00,6.00,6.00,6.00,6.00,6.00
1991-12-01,128.0395,129.63,130.77,134.30,136.82,137.83,139.75,138.22,137.11,137.39,130.54,4.07,4.56,4.99,5.22,5.33,5.58,5.57,5.46,5.65,5.91,5.94,4.500000000,5.00,5.50,5.50,5.50,5.50,6.00,6.00,6.00,6.00,6.00
1992-01-01,125.4614,128.04,129.63,130.77,134.30,136.82,137.83,139.75,138.22,137.11,137.39,3.80,4.07,4.56,4.99,5.22,5.33,5.58,5.57,5.46,5.65,5.91,4.500000000,4.50,5.00,5.50,5.50,5.50,5.50,6.00,6.00,6.00,6.00
1992-02-01,127.6989,125.46,128.04,129.63,130.77,134.30,136.82,137.83,139.75,138.22,137.11,3.84,3.8,4.07,4.56,4.99,5.22,5.33,5.58,5.57,5.46,5.65,4.500000000,4.50,4.50,5.00,5.50,5.50,5.50,5.50,6.00,6.00,6.00
1992-03-01,132.8627,127.70,125.46,128.04,129.63,130.77,134.30,136.82,137.83,139.75,138.22,4.04,3.84,3.8,4.07,4.56,4.99,5.22,5.33,5.58,5.57,5.46,4.500000000,4.50,4.50,4.50,5.00,5.50,5.50,5.50,5.50,6.00,6.00
1992-04-01,133.5395,132.86,127.70,125.46,128.04,129.63,130.77,134.30,136.82,137.83,139.75,3.75,4.04,3.84,3.8,4.07,4.56,4.99,5.22,5.33,5.58,5.57,3.750000000,4.50,4.50,4.50,4.50,5.00,5.50,5.50,5.50,5.50,6.00
1992-05-01,130.7710,133.54,132.86,127.70,125.46,128.04,129.63,130.77,134.30,136.82,137.83,3.63,3.75,4.04,3.84,3.8,4.07,4.56,4.99,5.22,5.33,5.58,3.750000000,3.75,4.50,4.50,4.50,4.50,5.00,5.50,5.50,5.50,5.50
1992-06-01,126.8355,130.77,133.54,132.86,127.70,125.46,128.04,129.63,130.77,134.30,136.82,3.66,3.63,3.75,4.04,3.84,3.8,4.07,4.56,4.99,5.22,5.33,3.750000000,3.75,3.75,4.50,4.50,4.50,4.50,5.00,5.50,5.50,5.50
1992-07-01,125.8817,126.84,130.77,133.54,132.86,127.70,125.46,128.04,129.63,130.77,134.30,3.21,3.66,3.63,3.75,4.04,3.84,3.8,4.07,4.56,4.99,5.22,3.250000000,3.75,3.75,3.75,4.50,4.50,4.50,4.50,5.00,5.50,5.50
1992-08-01,126.2310,125.88,126.84,130.77,133.54,132.86,127.70,125.46,128.04,129.63,130.77,3.13,3.21,3.66,3.63,3.75,4.04,3.84,3.8,4.07,4.56,4.99,3.250000000,3.25,3.75,3.75,3.75,4.50,4.50,4.50,4.50,5.00,5.50
1992-09-01,122.5967,126.23,125.88,126.84,130.77,133.54,132.86,127.70,125.46,128.04,129.63,2.91,3.13,3.21,3.66,3.63,3.75,4.04,3.84,3.8,4.07,4.56,3.250000000,3.25,3.25,3.75,3.75,3.75,4.50,4.50,4.50,4.50,5.00
1992-10-01,121.1652,122.60,126.23,125.88,126.84,130.77,133.54,132.86,127.70,125.46,128.04,2.86,2.91,3.13,3.21,3.66,3.63,3.75,4.04,3.84,3.8,4.07,3.250000000,3.25,3.25,3.25,3.75,3.75,3.75,4.50,4.50,4.50,4.50
1992-11-01,123.8800,121.17,122.60,126.23,125.88,126.84,130.77,133.54,132.86,127.70,125.46,3.13,2.86,2.91,3.13,3.21,3.66,3.63,3.75,4.04,3.84,3.8,3.250000000,3.25,3.25,3.25,3.25,3.75,3.75,3.75,4.50,4.50,4.50
1992-12-01,124.0409,123.88,121.17,122.60,126.23,125.88,126.84,130.77,133.54,132.86,127.70,3.22,3.13,2.86,2.91,3.13,3.21,3.66,3.63,3.75,4.04,3.84,3.250000000,3.25,3.25,3.25,3.25,3.25,3.75,3.75,3.75,4.50,4.50
1993-01-01,124.9932,124.04,123.88,121.17,122.60,126.23,125.88,126.84,130.77,133.54,132.86,3.00,3.22,3.13,2.86,2.91,3.13,3.21,3.66,3.63,3.75,4.04,3.250000000,3.25,3.25,3.25,3.25,3.25,3.25,3.75,3.75,3.75,4.50
1993-02-01,120.7595,124.99,124.04,123.88,121.17,122.60,126.23,125.88,126.84,130.77,133.54,2.93,3,3.22,3.13,2.86,2.91,3.13,3.21,3.66,3.63,3.75,2.500000000,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.75,3.75,3.75
1993-03-01,117.0174,120.76,124.99,124.04,123.88,121.17,122.60,126.23,125.88,126.84,130.77,2.95,2.93,3,3.22,3.13,2.86,2.91,3.13,3.21,3.66,3.63,2.500000000,2.50,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.75,3.75
1993-04-01,112.4114,117.02,120.76,124.99,124.04,123.88,121.17,122.60,126.23,125.88,126.84,2.87,2.95,2.93,3,3.22,3.13,2.86,2.91,3.13,3.21,3.66,2.500000000,2.50,2.50,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.75
1993-05-01,110.3430,112.41,117.02,120.76,124.99,124.04,123.88,121.17,122.60,126.23,125.88,2.96,2.87,2.95,2.93,3,3.22,3.13,2.86,2.91,3.13,3.21,2.500000000,2.50,2.50,2.50,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1993-06-01,107.4118,110.34,112.41,117.02,120.76,124.99,124.04,123.88,121.17,122.60,126.23,3.07,2.96,2.87,2.95,2.93,3,3.22,3.13,2.86,2.91,3.13,2.500000000,2.50,2.50,2.50,2.50,3.25,3.25,3.25,3.25,3.25,3.25
1993-07-01,107.6914,107.41,110.34,112.41,117.02,120.76,124.99,124.04,123.88,121.17,122.60,3.04,3.07,2.96,2.87,2.95,2.93,3,3.22,3.13,2.86,2.91,2.500000000,2.50,2.50,2.50,2.50,2.50,3.25,3.25,3.25,3.25,3.25
1993-08-01,103.7650,107.69,107.41,110.34,112.41,117.02,120.76,124.99,124.04,123.88,121.17,3.02,3.04,3.07,2.96,2.87,2.95,2.93,3,3.22,3.13,2.86,2.500000000,2.50,2.50,2.50,2.50,2.50,2.50,3.25,3.25,3.25,3.25
1993-09-01,105.5748,103.77,107.69,107.41,110.34,112.41,117.02,120.76,124.99,124.04,123.88,2.95,3.02,3.04,3.07,2.96,2.87,2.95,2.93,3,3.22,3.13,1.750000000,2.50,2.50,2.50,2.50,2.50,2.50,2.50,3.25,3.25,3.25
1993-10-01,107.0200,105.57,103.77,107.69,107.41,110.34,112.41,117.02,120.76,124.99,124.04,3.02,2.95,3.02,3.04,3.07,2.96,2.87,2.95,2.93,3,3.22,1.750000000,1.75,2.50,2.50,2.50,2.50,2.50,2.50,2.50,3.25,3.25
1993-11-01,107.8765,107.02,105.57,103.77,107.69,107.41,110.34,112.41,117.02,120.76,124.99,3.10,3.02,2.95,3.02,3.04,3.07,2.96,2.87,2.95,2.93,3,1.750000000,1.75,1.75,2.50,2.50,2.50,2.50,2.50,2.50,2.50,3.25
1993-12-01,109.9130,107.88,107.02,105.57,103.77,107.69,107.41,110.34,112.41,117.02,120.76,3.06,3.1,3.02,2.95,3.02,3.04,3.07,2.96,2.87,2.95,2.93,1.750000000,1.75,1.75,1.75,2.50,2.50,2.50,2.50,2.50,2.50,2.50
1994-01-01,111.4415,109.91,107.88,107.02,105.57,103.77,107.69,107.41,110.34,112.41,117.02,2.98,3.06,3.1,3.02,2.95,3.02,3.04,3.07,2.96,2.87,2.95,1.750000000,1.75,1.75,1.75,1.75,2.50,2.50,2.50,2.50,2.50,2.50
1994-02-01,106.3011,111.44,109.91,107.88,107.02,105.57,103.77,107.69,107.41,110.34,112.41,3.25,2.98,3.06,3.1,3.02,2.95,3.02,3.04,3.07,2.96,2.87,1.750000000,1.75,1.75,1.75,1.75,1.75,2.50,2.50,2.50,2.50,2.50
1994-03-01,105.0974,106.30,111.44,109.91,107.88,107.02,105.57,103.77,107.69,107.41,110.34,3.50,3.25,2.98,3.06,3.1,3.02,2.95,3.02,3.04,3.07,2.96,1.750000000,1.75,1.75,1.75,1.75,1.75,1.75,2.50,2.50,2.50,2.50
1994-04-01,103.4843,105.10,106.30,111.44,109.91,107.88,107.02,105.57,103.77,107.69,107.41,3.68,3.5,3.25,2.98,3.06,3.1,3.02,2.95,3.02,3.04,3.07,1.750000000,1.75,1.75,1.75,1.75,1.75,1.75,1.75,2.50,2.50,2.50
1994-05-01,103.7533,103.48,105.10,106.30,111.44,109.91,107.88,107.02,105.57,103.77,107.69,4.14,3.68,3.5,3.25,2.98,3.06,3.1,3.02,2.95,3.02,3.04,1.750000000,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,2.50,2.50
1994-06-01,102.5264,103.75,103.48,105.10,106.30,111.44,109.91,107.88,107.02,105.57,103.77,4.14,4.14,3.68,3.5,3.25,2.98,3.06,3.1,3.02,2.95,3.02,1.750000000,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,2.50
1994-07-01,98.4450,102.53,103.75,103.48,105.10,106.30,111.44,109.91,107.88,107.02,105.57,4.33,4.14,4.14,3.68,3.5,3.25,2.98,3.06,3.1,3.02,2.95,1.750000000,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75
1994-08-01,99.9404,98.45,102.53,103.75,103.48,105.10,106.30,111.44,109.91,107.88,107.02,4.48,4.33,4.14,4.14,3.68,3.5,3.25,2.98,3.06,3.1,3.02,1.750000000,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75
1994-09-01,98.7743,99.94,98.45,102.53,103.75,103.48,105.10,106.30,111.44,109.91,107.88,4.62,4.48,4.33,4.14,4.14,3.68,3.5,3.25,2.98,3.06,3.1,1.750000000,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75
1994-10-01,98.3530,98.77,99.94,98.45,102.53,103.75,103.48,105.10,106.30,111.44,109.91,4.95,4.62,4.48,4.33,4.14,4.14,3.68,3.5,3.25,2.98,3.06,1.750000000,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75
1994-11-01,98.0440,98.35,98.77,99.94,98.45,102.53,103.75,103.48,105.10,106.30,111.44,5.29,4.95,4.62,4.48,4.33,4.14,4.14,3.68,3.5,3.25,2.98,1.750000000,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75
1994-12-01,100.1824,98.04,98.35,98.77,99.94,98.45,102.53,103.75,103.48,105.10,106.30,5.60,5.29,4.95,4.62,4.48,4.33,4.14,4.14,3.68,3.5,3.25,1.750000000,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75
1995-01-01,99.7660,100.18,98.04,98.35,98.77,99.94,98.45,102.53,103.75,103.48,105.10,5.71,5.6,5.29,4.95,4.62,4.48,4.33,4.14,4.14,3.68,3.5,1.750000000,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75
1995-02-01,98.2368,99.77,100.18,98.04,98.35,98.77,99.94,98.45,102.53,103.75,103.48,5.77,5.71,5.6,5.29,4.95,4.62,4.48,4.33,4.14,4.14,3.68,1.750000000,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75
1995-03-01,90.5196,98.24,99.77,100.18,98.04,98.35,98.77,99.94,98.45,102.53,103.75,5.73,5.77,5.71,5.6,5.29,4.95,4.62,4.48,4.33,4.14,4.14,1.750000000,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75
1995-04-01,83.6895,90.52,98.24,99.77,100.18,98.04,98.35,98.77,99.94,98.45,102.53,5.65,5.73,5.77,5.71,5.6,5.29,4.95,4.62,4.48,4.33,4.14,1.000000000,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75
1995-05-01,85.1127,83.69,90.52,98.24,99.77,100.18,98.04,98.35,98.77,99.94,98.45,5.67,5.65,5.73,5.77,5.71,5.6,5.29,4.95,4.62,4.48,4.33,1.000000000,1.00,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75
1995-06-01,84.6355,85.11,83.69,90.52,98.24,99.77,100.18,98.04,98.35,98.77,99.94,5.47,5.67,5.65,5.73,5.77,5.71,5.6,5.29,4.95,4.62,4.48,1.000000000,1.00,1.00,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75
1995-07-01,87.3970,84.64,85.11,83.69,90.52,98.24,99.77,100.18,98.04,98.35,98.77,5.42,5.47,5.67,5.65,5.73,5.77,5.71,5.6,5.29,4.95,4.62,1.000000000,1.00,1.00,1.00,1.75,1.75,1.75,1.75,1.75,1.75,1.75
1995-08-01,94.7383,87.40,84.64,85.11,83.69,90.52,98.24,99.77,100.18,98.04,98.35,5.40,5.42,5.47,5.67,5.65,5.73,5.77,5.71,5.6,5.29,4.95,1.000000000,1.00,1.00,1.00,1.00,1.75,1.75,1.75,1.75,1.75,1.75
1995-09-01,100.5455,94.74,87.40,84.64,85.11,83.69,90.52,98.24,99.77,100.18,98.04,5.28,5.4,5.42,5.47,5.67,5.65,5.73,5.77,5.71,5.6,5.29,0.500000000,1.00,1.00,1.00,1.00,1.00,1.75,1.75,1.75,1.75,1.75
1995-10-01,100.8390,100.55,94.74,87.40,84.64,85.11,83.69,90.52,98.24,99.77,100.18,5.28,5.28,5.4,5.42,5.47,5.67,5.65,5.73,5.77,5.71,5.6,0.500000000,0.50,1.00,1.00,1.00,1.00,1.00,1.75,1.75,1.75,1.75
1995-11-01,101.9400,100.84,100.55,94.74,87.40,84.64,85.11,83.69,90.52,98.24,99.77,5.36,5.28,5.28,5.4,5.42,5.47,5.67,5.65,5.73,5.77,5.71,0.500000000,0.50,0.50,1.00,1.00,1.00,1.00,1.00,1.75,1.75,1.75
1995-12-01,101.8495,101.94,100.84,100.55,94.74,87.40,84.64,85.11,83.69,90.52,98.24,5.14,5.36,5.28,5.28,5.4,5.42,5.47,5.67,5.65,5.73,5.77,0.500000000,0.50,0.50,0.50,1.00,1.00,1.00,1.00,1.00,1.75,1.75
1996-01-01,105.7514,101.85,101.94,100.84,100.55,94.74,87.40,84.64,85.11,83.69,90.52,5.00,5.14,5.36,5.28,5.28,5.4,5.42,5.47,5.67,5.65,5.73,0.500000000,0.50,0.50,0.50,0.50,1.00,1.00,1.00,1.00,1.00,1.75
1996-02-01,105.7880,105.75,101.85,101.94,100.84,100.55,94.74,87.40,84.64,85.11,83.69,4.83,5,5.14,5.36,5.28,5.28,5.4,5.42,5.47,5.67,5.65,0.500000000,0.50,0.50,0.50,0.50,0.50,1.00,1.00,1.00,1.00,1.00
1996-03-01,105.9400,105.79,105.75,101.85,101.94,100.84,100.55,94.74,87.40,84.64,85.11,4.96,4.83,5,5.14,5.36,5.28,5.28,5.4,5.42,5.47,5.67,0.500000000,0.50,0.50,0.50,0.50,0.50,0.50,1.00,1.00,1.00,1.00
1996-04-01,107.1995,105.94,105.79,105.75,101.85,101.94,100.84,100.55,94.74,87.40,84.64,4.95,4.96,4.83,5,5.14,5.36,5.28,5.28,5.4,5.42,5.47,0.500000000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,1.00,1.00,1.00
1996-05-01,106.3423,107.20,105.94,105.79,105.75,101.85,101.94,100.84,100.55,94.74,87.40,5.02,4.95,4.96,4.83,5,5.14,5.36,5.28,5.28,5.4,5.42,0.500000000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,1.00,1.00
1996-06-01,108.9600,106.34,107.20,105.94,105.79,105.75,101.85,101.94,100.84,100.55,94.74,5.09,5.02,4.95,4.96,4.83,5,5.14,5.36,5.28,5.28,5.4,0.500000000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,1.00
1996-07-01,109.1909,108.96,106.34,107.20,105.94,105.79,105.75,101.85,101.94,100.84,100.55,5.15,5.09,5.02,4.95,4.96,4.83,5,5.14,5.36,5.28,5.28,0.500000000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
1996-08-01,107.8659,109.19,108.96,106.34,107.20,105.94,105.79,105.75,101.85,101.94,100.84,5.05,5.15,5.09,5.02,4.95,4.96,4.83,5,5.14,5.36,5.28,0.500000000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
1996-09-01,109.9310,107.87,109.19,108.96,106.34,107.20,105.94,105.79,105.75,101.85,101.94,5.09,5.05,5.15,5.09,5.02,4.95,4.96,4.83,5,5.14,5.36,0.500000000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
1996-10-01,112.4123,109.93,107.87,109.19,108.96,106.34,107.20,105.94,105.79,105.75,101.85,4.99,5.09,5.05,5.15,5.09,5.02,4.95,4.96,4.83,5,5.14,0.500000000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
1996-11-01,112.2958,112.41,109.93,107.87,109.19,108.96,106.34,107.20,105.94,105.79,105.75,5.03,4.99,5.09,5.05,5.15,5.09,5.02,4.95,4.96,4.83,5,0.500000000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
1996-12-01,113.9810,112.30,112.41,109.93,107.87,109.19,108.96,106.34,107.20,105.94,105.79,4.91,5.03,4.99,5.09,5.05,5.15,5.09,5.02,4.95,4.96,4.83,0.500000000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
1997-01-01,117.9124,113.98,112.30,112.41,109.93,107.87,109.19,108.96,106.34,107.20,105.94,5.03,4.91,5.03,4.99,5.09,5.05,5.15,5.09,5.02,4.95,4.96,0.500000000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
1997-02-01,122.9621,117.91,113.98,112.30,112.41,109.93,107.87,109.19,108.96,106.34,107.20,5.01,5.03,4.91,5.03,4.99,5.09,5.05,5.15,5.09,5.02,4.95,0.500000000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
1997-03-01,122.7738,122.96,117.91,113.98,112.30,112.41,109.93,107.87,109.19,108.96,106.34,5.14,5.01,5.03,4.91,5.03,4.99,5.09,5.05,5.15,5.09,5.02,0.500000000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
1997-04-01,125.6377,122.77,122.96,117.91,113.98,112.30,112.41,109.93,107.87,109.19,108.96,5.16,5.14,5.01,5.03,4.91,5.03,4.99,5.09,5.05,5.15,5.09,0.500000000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
1997-05-01,119.1924,125.64,122.77,122.96,117.91,113.98,112.30,112.41,109.93,107.87,109.19,5.05,5.16,5.14,5.01,5.03,4.91,5.03,4.99,5.09,5.05,5.15,0.500000000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
1997-06-01,114.2857,119.19,125.64,122.77,122.96,117.91,113.98,112.30,112.41,109.93,107.87,4.93,5.05,5.16,5.14,5.01,5.03,4.91,5.03,4.99,5.09,5.05,0.500000000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
1997-07-01,115.3759,114.29,119.19,125.64,122.77,122.96,117.91,113.98,112.30,112.41,109.93,5.05,4.93,5.05,5.16,5.14,5.01,5.03,4.91,5.03,4.99,5.09,0.500000000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
1997-08-01,117.9295,115.38,114.29,119.19,125.64,122.77,122.96,117.91,113.98,112.30,112.41,5.14,5.05,4.93,5.05,5.16,5.14,5.01,5.03,4.91,5.03,4.99,0.500000000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
1997-09-01,120.8900,117.93,115.38,114.29,119.19,125.64,122.77,122.96,117.91,113.98,112.30,4.95,5.14,5.05,4.93,5.05,5.16,5.14,5.01,5.03,4.91,5.03,0.500000000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
1997-10-01,121.0605,120.89,117.93,115.38,114.29,119.19,125.64,122.77,122.96,117.91,113.98,4.97,4.95,5.14,5.05,4.93,5.05,5.16,5.14,5.01,5.03,4.91,0.500000000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
1997-11-01,125.3817,121.06,120.89,117.93,115.38,114.29,119.19,125.64,122.77,122.96,117.91,5.14,4.97,4.95,5.14,5.05,4.93,5.05,5.16,5.14,5.01,5.03,0.500000000,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
